GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37
0500000US01081,01081,"Lee County, Alabama",59354,1783,(X),(X),54042,2081,91.1,2.1,47066,2203,79.3,2.9,3006,756,5.1,1.3,48621,2289,81.9,2.6,3290,1084,5.5,1.8,37938,2242,63.9,3.6,971,562,1.6,1.0,1569,710,2.6,1.2,72,111,0.1,0.2,5312,1231,8.9,2.1,49027,1927,82.6,2.4,151,199,0.3,0.3,48876,1968,82.3,2.5,43102,2119,72.6,2.9,7203,1813,12.1,3.0,39730,2280,66.9,3.4,3644,940,6.1,1.6,10327,1519,17.4,2.4,13602,1789,(X),(X),0,195,0.0,1.1,8975,1621,66.0,7.8,4627,1196,34.0,7.8,28774,2343,(X),(X),130,196,0.5,0.7,23954,2234,83.2,3.8,4690,1116,16.3,3.7,16978,1826,(X),(X),21,38,0.1,0.2,15947,1823,93.9,3.4,1010,585,5.9,3.4
0500000US01083,01083,"Limestone County, Alabama",31880,1214,(X),(X),26790,1308,84.0,3.5,22674,1510,71.1,4.7,2832,786,8.9,2.4,22209,1470,69.7,4.1,2242,903,7.0,2.8,17426,1658,54.7,5.2,463,450,1.5,1.4,1036,510,3.2,1.6,0,195,0.0,0.5,5090,1186,16.0,3.5,23196,1489,72.8,4.7,98,123,0.3,0.4,23098,1503,72.5,4.8,17840,1471,56.0,4.5,2756,787,8.6,2.4,18138,1725,56.9,5.5,2549,920,8.0,2.9,8684,1634,27.2,4.7,6082,1350,(X),(X),38,65,0.6,1.1,1627,552,26.8,9.2,4417,1295,72.6,9.3,14772,1514,(X),(X),0,195,0.0,1.1,11179,1418,75.7,5.4,3593,877,24.3,5.4,11026,1300,(X),(X),60,101,0.5,0.9,10292,1290,93.3,5.0,674,556,6.1,4.9
0500000US01089,01089,"Madison County, Alabama",143669,2833,(X),(X),131789,3058,91.7,1.2,115037,3129,80.1,1.6,11747,1516,8.2,1.0,115094,3080,80.1,1.5,11972,1816,8.3,1.2,82838,3165,57.7,2.2,609,356,0.4,0.2,4245,1018,3.0,0.7,130,203,0.1,0.1,11880,1720,8.3,1.2,123496,3324,86.0,1.6,518,517,0.4,0.4,122978,3425,85.6,1.7,105002,3945,73.1,2.2,15876,2501,11.1,1.7,102602,3229,71.4,2.0,8040,1530,5.6,1.1,20173,2415,14.0,1.6,24031,2278,(X),(X),67,98,0.3,0.4,15176,2019,63.2,5.5,8788,1498,36.6,5.4,59443,3155,(X),(X),451,474,0.8,0.8,49921,3057,84.0,2.6,9071,1650,15.3,2.6,60195,2918,(X),(X),0,195,0.0,0.3,57881,2824,96.2,1.4,2314,865,3.8,1.4
0500000US01095,01095,"Marshall County, Alabama",34726,1047,(X),(X),29177,1318,84.0,3.0,22478,1479,64.7,3.7,2609,714,7.5,2.1,24647,1385,71.0,3.3,4463,975,12.9,2.8,17165,1484,49.4,4.3,516,271,1.5,0.8,320,174,0.9,0.5,6,12,0.0,0.1,5549,1046,16.0,3.0,27580,1471,79.4,3.5,84,90,0.2,0.3,27496,1477,79.2,3.5,23420,1539,67.4,3.8,6689,1523,19.3,4.3,19882,1601,57.3,4.2,1655,684,4.8,2.0,7146,1240,20.6,3.5,7401,1414,(X),(X),0,195,0.0,2.1,4532,1122,61.2,9.6,2869,897,38.8,9.6,18343,1826,(X),(X),72,87,0.4,0.5,14422,1763,78.6,4.4,3849,828,21.0,4.4,8982,1291,(X),(X),12,15,0.1,0.2,8542,1266,95.1,3.4,428,315,4.8,3.4
0500000US01097,01097,"Mobile County, Alabama",157141,2741,(X),(X),129902,3346,82.7,1.5,103618,3158,65.9,1.8,13863,1597,8.8,1.0,108943,3447,69.3,1.7,19689,2399,12.5,1.5,63557,3347,40.4,2.0,1746,623,1.1,0.4,3642,933,2.3,0.6,27,46,0.0,0.1,27239,2389,17.3,1.5,115144,3517,73.3,1.8,805,460,0.5,0.3,114339,3472,72.8,1.8,97319,3504,61.9,1.8,22206,2466,14.1,1.5,85894,3214,54.7,1.9,10836,1556,6.9,1.0,41997,2856,26.7,1.8,36592,3010,(X),(X),75,111,0.2,0.3,17155,2400,46.9,4.6,19362,2056,52.9,4.6,76322,3046,(X),(X),507,385,0.7,0.5,56553,3048,74.1,2.5,19262,1954,25.2,2.5,44227,2699,(X),(X),223,238,0.5,0.5,40631,2764,91.9,2.5,3373,1093,7.6,2.5
0500000US01101,01101,"Montgomery County, Alabama",90827,1963,(X),(X),77854,2306,85.7,1.6,60679,2885,66.8,2.8,5784,1018,6.4,1.1,67243,2365,74.0,2.0,9351,1733,10.3,1.9,50682,2525,55.8,2.6,1248,404,1.4,0.4,1939,663,2.1,0.7,0,195,0.0,0.2,12973,1490,14.3,1.6,72693,2578,80.0,2.0,211,290,0.2,0.3,72482,2580,79.8,2.0,62483,2473,68.8,2.2,11014,1943,12.1,2.1,59659,2858,65.7,2.6,2608,614,2.9,0.7,18134,1774,20.0,2.0,21407,2166,(X),(X),103,166,0.5,0.8,11592,1883,54.2,6.0,9712,1486,45.4,6.0,42883,2841,(X),(X),0,195,0.0,0.4,35962,2776,83.9,3.0,6921,1343,16.1,3.0,26537,2045,(X),(X),108,140,0.4,0.5,24928,2071,93.9,2.4,1501,602,5.7,2.3
0500000US01103,01103,"Morgan County, Alabama",44816,1847,(X),(X),36987,2105,82.5,3.0,29863,1989,66.6,3.3,3106,725,6.9,1.6,31494,2149,70.3,3.2,4136,1033,9.2,2.3,24773,1844,55.3,3.5,574,298,1.3,0.7,1001,473,2.2,1.1,44,74,0.1,0.2,7829,1347,17.5,3.0,32599,1966,72.7,3.2,288,223,0.6,0.5,32311,1961,72.1,3.2,27431,1964,61.2,3.4,6065,1282,13.5,2.8,25151,1825,56.1,3.5,2824,778,6.3,1.7,12217,1508,27.3,3.2,10504,1667,(X),(X),80,95,0.8,0.9,5002,1280,47.6,8.4,5422,1110,51.6,8.4,21984,1936,(X),(X),162,176,0.7,0.8,16100,1888,73.2,4.5,5722,1004,26.0,4.4,12328,1502,(X),(X),46,80,0.4,0.7,11209,1438,90.9,4.2,1073,541,8.7,4.2
0500000US01115,01115,"St. Clair County, Alabama",31615,1367,(X),(X),28292,1474,89.5,3.0,23932,1541,75.7,4.4,3926,1160,12.4,3.6,23280,1643,73.6,4.4,2533,1057,8.0,3.3,16807,1611,53.2,5.4,263,214,0.8,0.7,469,301,1.5,0.9,0,195,0.0,0.5,3323,994,10.5,3.0,23799,1628,75.3,4.6,16,29,0.1,0.1,23783,1629,75.2,4.6,20178,1605,63.8,5.1,5157,1094,16.3,3.3,17029,1619,53.9,5.1,1900,616,6.0,1.9,7816,1547,24.7,4.6,4773,1037,(X),(X),16,29,0.3,0.6,2360,751,49.4,13.1,2397,885,50.2,13.3,14900,1513,(X),(X),0,195,0.0,1.0,11064,1427,74.3,6.8,3836,1123,25.7,6.8,11942,1547,(X),(X),0,195,0.0,1.3,10359,1419,86.7,7.3,1583,939,13.3,7.3
0500000US01117,01117,"Shelby County, Alabama",76059,1692,(X),(X),71987,1741,94.6,1.2,63873,1890,84.0,2.1,4644,855,6.1,1.1,63828,1693,83.9,1.5,4427,1143,5.8,1.5,52936,2093,69.6,2.5,962,545,1.3,0.7,3563,1146,4.7,1.5,0,195,0.0,0.2,4072,895,5.4,1.2,67598,1861,88.9,1.6,98,121,0.1,0.2,67500,1873,88.7,1.7,58227,1985,76.6,2.2,6709,1366,8.8,1.8,58072,2132,76.4,2.4,6411,1119,8.4,1.4,8461,1285,11.1,1.6,8397,1134,(X),(X),42,74,0.5,0.9,5668,1014,67.5,7.9,2687,744,32.0,7.8,30512,1895,(X),(X),56,97,0.2,0.3,26466,1838,86.7,2.5,3990,771,13.1,2.4,37150,1849,(X),(X),0,195,0.0,0.4,35366,1802,95.2,1.7,1784,664,4.8,1.7
0500000US01121,01121,"Talladega County, Alabama",31517,1635,(X),(X),26992,1717,85.6,2.5,19188,1768,60.9,4.8,2908,807,9.2,2.6,22202,1910,70.4,4.2,5177,1346,16.4,4.0,15031,1542,47.7,4.0,566,437,1.8,1.4,498,427,1.6,1.3,0,195,0.0,0.5,4525,775,14.4,2.5,23668,1656,75.1,3.2,8,13,0.0,0.1,23660,1657,75.1,3.2,19593,1877,62.2,4.4,6394,1378,20.3,4.0,15277,1489,48.5,4.4,2378,706,7.5,2.2,7849,1063,24.9,3.2,7995,1430,(X),(X),0,195,0.0,1.9,4714,1244,59.0,9.1,3281,796,41.0,9.1,16771,1532,(X),(X),8,13,0.0,0.1,12705,1569,75.8,5.6,4058,978,24.2,5.6,6751,1083,(X),(X),0,195,0.0,2.3,6241,1060,92.4,5.8,510,405,7.6,5.8
0500000US01125,01125,"Tuscaloosa County, Alabama",73825,2003,(X),(X),63681,2400,86.3,2.2,51712,2652,70.0,2.8,4475,1247,6.1,1.7,56169,2571,76.1,2.7,7032,1601,9.5,2.2,39778,2724,53.9,3.2,836,544,1.1,0.7,1666,541,2.3,0.7,0,195,0.0,0.2,10144,1608,13.7,2.2,56704,2928,76.8,3.0,69,117,0.1,0.2,56635,2923,76.7,3.0,52380,3033,71.0,3.3,9074,1666,12.3,2.2,44068,2712,59.7,3.0,5672,1202,7.7,1.7,17121,2212,23.2,3.0,14958,1805,(X),(X),0,195,0.0,1.0,8269,1352,55.3,7.2,6689,1460,44.7,7.2,36203,1948,(X),(X),69,117,0.2,0.3,27402,2087,75.7,4.0,8732,1515,24.1,4.0,22664,1895,(X),(X),0,195,0.0,0.7,20964,1706,92.5,3.3,1700,806,7.5,3.3
0500000US01127,01127,"Walker County, Alabama",23863,1316,(X),(X),20024,1318,83.9,3.0,14933,1482,62.6,5.1,1390,472,5.8,2.0,16850,1326,70.6,3.3,3160,849,13.2,3.6,11400,1408,47.8,5.0,818,364,3.4,1.5,423,247,1.8,1.0,0,195,0.0,0.7,3839,750,16.1,3.0,17699,1439,74.2,3.8,151,147,0.6,0.6,17548,1457,73.5,4.0,14699,1333,61.6,4.3,5707,1019,23.9,3.9,10397,1293,43.6,4.8,2153,633,9.0,2.7,6164,931,25.8,3.8,5580,1089,(X),(X),60,100,1.1,1.8,2823,830,50.6,9.7,2697,698,48.3,10.0,12886,1246,(X),(X),48,82,0.4,0.6,9902,1278,76.8,5.9,2936,766,22.8,5.8,5397,1025,(X),(X),43,71,0.8,1.3,4823,951,89.4,5.1,531,270,9.8,4.6
0500000US02020,02020,"Anchorage Municipality, Alaska",105249,1864,(X),(X),101065,2096,96.0,1.0,91248,2634,86.7,2.0,7084,1300,6.7,1.2,90984,2449,86.4,1.5,5074,1333,4.8,1.3,73013,2965,69.4,2.6,1039,502,1.0,0.5,10182,1850,9.7,1.7,0,155,0.0,0.1,4184,1060,4.0,1.0,96908,2292,92.1,1.2,380,244,0.4,0.2,96528,2278,91.7,1.2,89198,2580,84.7,1.6,10305,1909,9.8,1.8,84791,2666,80.6,2.2,3456,904,3.3,0.9,8341,1300,7.9,1.2,7084,1305,(X),(X),83,106,1.2,1.5,4402,1066,62.1,8.6,2599,736,36.7,8.7,38181,2595,(X),(X),171,169,0.4,0.4,34038,2637,89.1,2.7,3972,1049,10.4,2.7,59984,2369,(X),(X),126,150,0.2,0.3,58088,2446,96.8,1.0,1770,538,3.0,0.9
0500000US02090,02090,"Fairbanks North Star Borough, Alaska",33770,1901,(X),(X),31682,2007,93.8,2.7,28137,1926,83.3,4.1,2928,912,8.7,2.7,27900,2308,82.6,4.2,1875,824,5.6,2.4,21610,2090,64.0,5.0,170,145,0.5,0.4,666,309,2.0,0.9,0,155,0.0,0.3,2088,925,6.2,2.7,28547,2242,84.5,4.1,354,255,1.0,0.8,28193,2302,83.5,4.4,21788,2289,64.5,4.9,4164,1201,12.3,3.4,22395,1928,66.3,4.4,1894,768,5.6,2.3,5223,1366,15.5,4.1,2765,993,(X),(X),56,103,2.0,3.5,1168,450,42.2,20.2,1541,977,55.7,20.7,13619,1842,(X),(X),298,235,2.2,1.7,11132,1881,81.7,6.1,2189,691,16.1,5.2,17386,1738,(X),(X),0,155,0.0,0.6,15893,1849,91.4,3.7,1493,623,8.6,3.7
0500000US02170,02170,"Matanuska-Susitna Borough, Alaska",30305,769,(X),(X),28650,782,94.5,1.3,25266,910,83.4,2.5,2395,517,7.9,1.7,24810,1055,81.9,2.9,2326,534,7.7,1.7,17920,945,59.1,3.1,232,166,0.8,0.6,992,353,3.3,1.2,0,155,0.0,0.3,1655,405,5.5,1.3,26096,803,86.1,1.8,37,61,0.1,0.2,26059,806,86.0,1.8,22692,910,74.9,2.6,3516,656,11.6,2.1,21319,1008,70.3,3.0,1482,433,4.9,1.4,4209,572,13.9,1.8,3896,700,(X),(X),37,61,0.9,1.5,2428,533,62.3,8.8,1431,434,36.7,8.6,12059,897,(X),(X),0,155,0.0,0.8,9837,794,81.6,3.4,2222,464,18.4,3.4,14350,966,(X),(X),0,155,0.0,0.7,13794,944,96.1,1.4,556,213,3.9,1.4
0500000US04001,04001,"Apache County, Arizona",20018,884,(X),(X),12417,819,62.0,2.8,9568,843,47.8,3.7,1896,567,9.5,2.8,9823,855,49.1,3.3,1696,458,8.5,2.2,6764,772,33.8,3.5,206,103,1.0,0.5,291,195,1.5,1.0,0,204,0.0,0.9,7601,631,38.0,2.8,8461,806,42.3,3.6,391,164,2.0,0.8,8070,790,40.3,3.5,5821,756,29.1,3.5,1831,439,9.1,2.2,5404,708,27.0,3.2,927,327,4.6,1.6,11557,884,57.7,3.6,7219,652,(X),(X),84,90,1.2,1.2,1062,281,14.7,3.7,6073,639,84.1,4.1,8608,936,(X),(X),239,122,2.8,1.5,3978,708,46.2,5.7,4391,631,51.0,5.5,4191,775,(X),(X),68,75,1.6,1.7,3030,711,72.3,7.3,1093,314,26.1,7.5
0500000US04003,04003,"Cochise County, Arizona",50147,2119,(X),(X),43629,2322,87.0,2.2,38200,2210,76.2,2.7,6596,1102,13.2,2.2,34259,2358,68.3,3.0,3131,909,6.2,1.8,25409,1834,50.7,3.1,605,464,1.2,0.9,1435,456,2.9,0.9,0,204,0.0,0.3,6518,1059,13.0,2.2,39264,2340,78.3,2.6,267,163,0.5,0.3,38997,2333,77.8,2.6,29040,2152,57.9,3.4,3837,1039,7.7,2.0,30315,2215,60.5,3.2,6600,1096,13.2,2.0,10883,1293,21.7,2.6,11638,1743,(X),(X),29,40,0.2,0.3,6527,1539,56.1,8.1,5082,1022,43.7,8.1,25951,2215,(X),(X),178,140,0.7,0.5,20837,2067,80.3,3.4,4936,923,19.0,3.4,12558,1278,(X),(X),60,101,0.5,0.8,11633,1298,92.6,4.0,865,502,6.9,4.0
0500000US04005,04005,"Coconino County, Arizona",47408,1957,(X),(X),42484,2025,89.6,1.7,37636,1953,79.4,2.4,4285,929,9.0,1.9,36286,2105,76.5,2.8,3166,849,6.7,1.7,25881,2116,54.6,3.8,264,200,0.6,0.4,863,397,1.8,0.8,0,204,0.0,0.4,4924,806,10.4,1.7,36618,1994,77.2,2.5,343,228,0.7,0.5,36275,2016,76.5,2.6,29807,1814,62.9,3.2,5700,1206,12.0,2.6,27036,2021,57.0,3.0,4496,1025,9.5,2.1,10790,1231,22.8,2.5,9269,1353,(X),(X),117,144,1.3,1.5,4849,899,52.3,6.6,4303,891,46.4,6.6,21939,1968,(X),(X),146,152,0.7,0.7,16423,1823,74.9,4.2,5370,995,24.5,4.2,16200,1194,(X),(X),80,130,0.5,0.8,15003,1220,92.6,2.6,1117,383,6.9,2.4
0500000US04013,04013,"Maricopa County, Arizona",1521131,9246,(X),(X),1408161,10141,92.6,0.3,1242692,11261,81.7,0.5,112436,4999,7.4,0.3,1236284,10839,81.3,0.5,103982,5258,6.8,0.4,931092,12820,61.2,0.7,11327,1531,0.7,0.1,62842,4302,4.1,0.3,671,317,0.0,0.1,112970,5198,7.4,0.3,1298868,10303,85.4,0.4,4741,1105,0.3,0.1,1294127,10273,85.1,0.4,1074320,10772,70.6,0.6,150822,5968,9.9,0.4,1085473,12586,71.4,0.6,124416,4731,8.2,0.3,222263,6595,14.6,0.4,217316,7067,(X),(X),1105,574,0.5,0.3,141210,6125,65.0,1.6,75001,3929,34.5,1.6,709481,10467,(X),(X),2854,698,0.4,0.1,589215,9589,83.0,0.8,117412,6027,16.5,0.8,594334,9071,(X),(X),782,499,0.1,0.1,563702,9386,94.8,0.5,29850,2860,5.0,0.5
0500000US04015,04015,"Mohave County, Arizona",84876,2775,(X),(X),73420,3334,86.5,2.1,65113,3216,76.7,2.5,12548,1739,14.8,2.0,56315,3211,66.3,2.5,5201,1296,6.1,1.5,40881,2786,48.2,2.7,1380,562,1.6,0.7,1808,637,2.1,0.7,0,204,0.0,0.2,11456,1769,13.5,2.1,69200,3428,81.5,2.4,312,243,0.4,0.3,68888,3465,81.2,2.4,48443,2866,57.1,2.6,9363,1652,11.0,1.9,53479,3567,63.0,3.2,7236,1101,8.5,1.3,15676,1965,18.5,2.4,18662,2077,(X),(X),149,139,0.8,0.7,11995,1781,64.3,6.0,6518,1317,34.9,6.0,47089,2940,(X),(X),100,144,0.2,0.3,39179,2885,83.2,2.9,7810,1420,16.6,2.9,19125,2207,(X),(X),63,107,0.3,0.6,17714,2270,92.6,2.9,1348,516,7.0,2.8
0500000US04017,04017,"Navajo County, Arizona",33587,1656,(X),(X),24694,1439,73.5,2.6,20081,1393,59.8,3.3,2945,640,8.8,1.9,19980,1346,59.5,3.1,3087,688,9.2,2.0,14010,1247,41.7,3.2,266,174,0.8,0.5,748,265,2.2,0.8,0,204,0.0,0.5,8893,1000,26.5,2.6,20528,1463,61.1,3.0,369,224,1.1,0.7,20159,1462,60.0,3.0,14659,1145,43.6,2.7,3081,683,9.2,2.0,15286,1353,45.5,3.2,2261,648,6.7,1.9,13059,1158,38.9,3.0,9823,1120,(X),(X),177,141,1.8,1.5,2900,706,29.5,6.1,6746,961,68.7,6.1,16240,1437,(X),(X),100,127,0.6,0.8,10808,1360,66.6,4.3,5332,675,32.8,4.2,7524,1092,(X),(X),92,104,1.2,1.4,6451,975,85.7,4.8,981,391,13.0,4.7
0500000US04019,04019,"Pima County, Arizona",400835,4105,(X),(X),364197,4698,90.9,0.8,315037,5539,78.6,1.1,34867,2484,8.7,0.6,310573,5301,77.5,1.0,32012,3317,8.0,0.8,229457,6277,57.2,1.4,4317,980,1.1,0.2,9181,1303,2.3,0.3,143,139,0.0,0.1,36638,3197,9.1,0.8,342830,5018,85.5,0.9,1580,573,0.4,0.1,341250,5050,85.1,0.9,293278,5505,73.2,1.1,50754,3115,12.7,0.8,276235,5105,68.9,1.0,26038,2104,6.5,0.5,58005,3517,14.5,0.9,80772,3999,(X),(X),758,337,0.9,0.4,53393,3136,66.1,2.9,26621,2923,33.0,2.9,199265,5753,(X),(X),696,314,0.3,0.2,172323,5499,86.5,1.2,26246,2482,13.2,1.2,120798,4602,(X),(X),126,148,0.1,0.1,115534,4345,95.6,0.9,5138,1095,4.3,0.9
0500000US04021,04021,"Pinal County, Arizona",132352,3221,(X),(X),120230,3445,90.8,1.2,106528,3386,80.5,1.7,12608,1697,9.5,1.3,101775,3499,76.9,1.8,7738,1361,5.8,1.0,79860,3817,60.3,2.3,1173,580,0.9,0.4,2214,682,1.7,0.5,0,204,0.0,0.1,12122,1598,9.2,1.2,110891,3814,83.8,1.8,433,340,0.3,0.3,110458,3818,83.5,1.8,87882,3989,66.4,2.2,16175,2146,12.2,1.6,85254,3641,64.4,2.0,16892,2029,12.8,1.5,21461,2319,16.2,1.8,23417,2374,(X),(X),0,204,0.0,0.7,15491,2258,66.2,6.0,7926,1513,33.8,6.0,67059,3690,(X),(X),398,335,0.6,0.5,55962,3506,83.5,2.3,10699,1598,16.0,2.3,41876,3113,(X),(X),35,56,0.1,0.1,39005,3036,93.1,2.3,2836,972,6.8,2.3
0500000US04025,04025,"Yavapai County, Arizona",94962,2874,(X),(X),84713,2985,89.2,1.4,77589,3204,81.7,2.2,13586,1698,14.3,1.8,65469,3375,68.9,2.3,3365,1088,3.5,1.1,52547,3243,55.3,2.7,878,494,0.9,0.5,3531,1212,3.7,1.3,0,204,0.0,0.2,10249,1317,10.8,1.4,76552,3501,80.6,2.3,505,292,0.5,0.3,76047,3448,80.1,2.3,60924,3524,64.2,2.8,8614,1518,9.1,1.6,59432,3355,62.6,2.7,12311,1795,13.0,1.9,18410,2161,19.4,2.3,18509,2236,(X),(X),153,178,0.8,0.9,12374,1766,66.9,6.6,5982,1513,32.3,6.6,47433,3298,(X),(X),223,169,0.5,0.4,37951,3178,80.0,3.1,9259,1480,19.5,3.0,29020,2920,(X),(X),129,137,0.4,0.5,25722,2785,88.6,3.7,3169,1091,10.9,3.6
0500000US04027,04027,"Yuma County, Arizona",73072,2001,(X),(X),62561,2529,85.6,2.3,49992,2855,68.4,3.5,6272,1159,8.6,1.6,52803,2937,72.3,3.1,8461,1712,11.6,2.3,28406,2003,38.9,2.6,1211,597,1.7,0.8,646,299,0.9,0.4,0,204,0.0,0.2,10511,1698,14.4,2.3,58600,2737,80.2,2.8,254,172,0.3,0.2,58346,2729,79.8,2.8,51466,2739,70.4,2.9,11553,1770,15.8,2.3,43825,2663,60.0,3.4,4892,1041,6.7,1.4,14472,2073,19.8,2.8,13878,2012,(X),(X),43,68,0.3,0.5,7879,1339,56.8,6.6,5956,1345,42.9,6.5,39733,2487,(X),(X),122,120,0.3,0.3,32254,2391,81.2,4.2,7357,1788,18.5,4.2,19461,1746,(X),(X),89,105,0.5,0.5,18213,1712,93.6,2.6,1159,495,6.0,2.5
0500000US05007,05007,"Benton County, Arkansas",94494,1606,(X),(X),86755,1881,91.8,1.2,74926,2155,79.3,1.9,7001,1102,7.4,1.2,76828,2165,81.3,1.7,6665,1253,7.1,1.3,60086,2638,63.6,2.6,400,250,0.4,0.3,1546,487,1.6,0.5,0,197,0.0,0.2,7739,1106,8.2,1.2,55838,2551,59.1,2.6,375,269,0.4,0.3,55463,2504,58.7,2.5,47646,2300,50.4,2.3,6828,1100,7.2,1.2,45384,2610,48.0,2.7,4827,903,5.1,0.9,38656,2564,40.9,2.6,10878,1527,(X),(X),217,240,2.0,2.1,4490,771,41.3,6.3,6171,1220,56.7,6.1,44455,2876,(X),(X),158,143,0.4,0.3,24435,1820,55.0,3.5,19862,2326,44.7,3.5,39161,2409,(X),(X),0,197,0.0,0.4,26538,1826,67.8,4.0,12623,1967,32.2,4.0
0500000US05031,05031,"Craighead County, Arkansas",39813,1369,(X),(X),34907,1666,87.7,2.4,27076,1912,68.0,4.6,2215,578,5.6,1.4,30870,1680,77.5,2.9,4579,1286,11.5,3.2,22048,1899,55.4,4.2,277,212,0.7,0.5,724,411,1.8,1.0,49,91,0.1,0.2,4906,932,12.3,2.4,31733,1788,79.7,3.3,0,197,0.0,0.4,31733,1788,79.7,3.3,28216,1767,70.9,3.7,7571,2018,19.0,4.9,22727,2126,57.1,5.2,1801,674,4.5,1.7,8080,1313,20.3,3.3,8742,1422,(X),(X),0,197,0.0,1.8,5291,1258,60.5,9.6,3451,952,39.5,9.6,20628,2230,(X),(X),0,197,0.0,0.8,16998,2186,82.4,4.6,3630,981,17.6,4.6,10443,1500,(X),(X),0,197,0.0,1.5,9444,1399,90.4,4.1,999,459,9.6,4.1
0500000US05045,05045,"Faulkner County, Arkansas",43964,1306,(X),(X),39641,1669,90.2,2.2,33118,1817,75.3,3.5,2455,623,5.6,1.4,36363,1702,82.7,2.5,4018,1071,9.1,2.4,27495,1668,62.5,3.3,245,168,0.6,0.4,895,510,2.0,1.1,0,197,0.0,0.4,4323,927,9.8,2.2,34249,1904,77.9,3.6,60,100,0.1,0.2,34189,1890,77.8,3.5,31871,1866,72.5,3.6,4907,1104,11.2,2.5,27601,1623,62.8,3.3,6031,1331,13.7,3.1,9715,1579,22.1,3.6,8771,1524,(X),(X),0,197,0.0,1.8,5099,1180,58.1,8.4,3672,950,41.9,8.4,21612,2042,(X),(X),60,100,0.3,0.5,16728,1990,77.4,5.9,4824,1380,22.3,6.0,13581,1495,(X),(X),0,197,0.0,1.2,12362,1355,91.0,3.7,1219,552,9.0,3.7
0500000US05051,05051,"Garland County, Arkansas",39309,2140,(X),(X),34337,2113,87.4,2.9,26704,1948,67.9,4.6,3795,1010,9.7,2.6,29025,2304,73.8,3.9,5422,1635,13.8,3.9,17580,2275,44.7,5.4,263,235,0.7,0.6,364,265,0.9,0.7,0,197,0.0,0.4,4972,1190,12.6,2.9,31475,2064,80.1,3.5,80,134,0.2,0.3,31395,2073,79.9,3.6,24859,2146,63.2,3.9,7806,1601,19.9,3.6,21283,1916,54.1,4.9,4736,1231,12.0,3.1,7834,1478,19.9,3.5,8866,1741,(X),(X),0,197,0.0,1.8,4901,1383,55.3,10.5,3965,1188,44.7,10.5,21747,2065,(X),(X),80,134,0.4,0.6,18180,2186,83.6,4.9,3487,1037,16.0,4.8,8696,1448,(X),(X),0,197,0.0,1.8,8314,1425,95.6,3.1,382,273,4.4,3.1
